material_id,ce_entropy,n_distinct_envs,dominance,gini,ce_symbols,n_sites_ce
mp-1080476,0.5623351446188083,2,0.75,0.25,"{""I:12"": 2, ""UNKNOWN:14"": 6}",8
mp-976802,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""O:6"": 2, ""S:4"": 4}",6
mp-20410,0.5004024235381879,2,0.8,0.3,"{""UNKNOWN:16"": 2, ""TL:3"": 8}",10
mp-979421,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1282794,1.564957250242801,5,0.3076923076923077,0.1538461538461539,"{""T:6"": 2, ""O:6"": 3, ""TY:3"": 2, ""SS:4"": 2, ""T:4"": 4}",13
mp-1224057,-0.0,1,1.0,0.0,"{""O:6"": 12}",12
mp-1247109,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""O:6"": 4, ""T:4"": 10}",14
mp-22173,1.3321790402101223,4,0.4,0.1500000000000001,"{""O:6"": 4, ""T:4"": 8, ""TL:3"": 4, ""TY:3"": 4}",20
mp-1101415,1.7346687950803543,7,0.3684210526315789,0.3458646616541354,"{""T:5"": 2, ""FO:7"": 2, ""C:8"": 3, ""BS_2:10"": 7, ""ET:7"": 1, ""TBSA:10"": 1, ""T:4"": 3}",19
mp-1185048,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-974426,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-807581,2.276422685805818,11,0.2,0.2636363636363636,"{""TS:3"": 4, ""BO_3:8"": 2, ""BO_1:8"": 1, ""T:4"": 1, ""A:2"": 2, ""FO:7"": 2, ""SS:4"": 3, ""TY:3"": 2, ""O:6"": 1, ""S:1"": 1, ""S:5"": 1}",20
mp-752514,1.3296613488547582,4,0.3333333333333333,0.1666666666666665,"{""O:6"": 8, ""T:4"": 4, ""T:5"": 8, ""S:5"": 4}",24
mp-601846,0.9164648855394713,3,0.5454545454545454,0.3030303030303032,"{""C:12"": 6, ""DI:11"": 4, ""C:8"": 1}",11
mp-558850,1.9072839993213788,7,0.1666666666666666,0.1190476190476188,"{""PBP:12"": 2, ""DDPN:8"": 2, ""O:6"": 4, ""BO_1:8"": 4, ""L:2"": 4, ""TS:3"": 4, ""A:2"": 4}",24
mp-487,0.5004024235381879,2,0.8,0.3,"{""O:6"": 2, ""T:4"": 8}",10
mp-1035624,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-1202384,1.0469879295064308,5,0.6470588235294118,0.5529411764705885,"{""O:6"": 2, ""HB:8"": 2, ""S:1"": 44, ""TL:3"": 8, ""A:2"": 12}",68
mp-3352,1.039720770839918,3,0.5,0.1666666666666667,"{""SH:13"": 4, ""TT_1:9"": 4, ""DI:11"": 8}",16
mp-1176037,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-569961,1.794917310517627,7,0.3157894736842105,0.2857142857142858,"{""S:5"": 4, ""T:6"": 2, ""PB:7"": 2, ""TL:3"": 2, ""L:2"": 1, ""S:1"": 6, ""A:2"": 2}",19
mp-1103604,1.3296613488547582,4,0.3333333333333333,0.1666666666666665,"{""T:6"": 4, ""T:4"": 2, ""SBSA:10"": 2, ""PBP:12"": 4}",12
mp-10086,1.0986122886681096,3,0.3333333333333333,0.0,"{""TT_1:9"": 2, ""SH:13"": 2, ""C:12"": 2}",6
mp-1224100,1.2406842919533958,4,0.4545454545454545,0.2954545454545454,"{""SH:13"": 6, ""SBT:8"": 10, ""TBSA:10"": 2, ""ST:7"": 4}",22
mp-1028032,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-1097211,-0.0,1,1.0,0.0,"{""L:2"": 4}",4
mp-561357,2.1917162602369507,10,0.1538461538461538,0.2461538461538461,"{""O:6"": 8, ""S:5"": 4, ""ST:7"": 8, ""TBT:8"": 4, ""BS_1:10"": 2, ""SBT:8"": 4, ""BO_3:8"": 4, ""PP:6"": 8, ""AC:12"": 2, ""TS:3"": 8}",52
mp-1304764,1.2148896539491203,4,0.4444444444444444,0.3055555555555553,"{""O:6"": 6, ""TL:3"": 8, ""S:4"": 2, ""HB:8"": 2}",18
mp-1233846,1.3923979535566888,6,0.5238095238095238,0.4682539682539683,"{""ET:7"": 1, ""O:6"": 2, ""T:4"": 4, ""A:2"": 11, ""S:1"": 1, ""L:2"": 2}",21
mp-1208939,1.0114042647073518,3,0.5,0.2222222222222221,"{""I:12"": 8, ""UNKNOWN:14"": 12, ""TT_1:9"": 4}",24
mp-756072,1.3321790402101223,4,0.4,0.1500000000000001,"{""O:6"": 4, ""TY:3"": 2, ""S:5"": 2, ""SS:4"": 2}",10
mp-1080267,1.0114042647073518,3,0.5,0.2222222222222221,"{""T:4"": 4, ""A:2"": 6, ""L:2"": 2}",12
mp-1106004,1.0627375681569962,4,0.6,0.425,"{""I:12"": 1, ""O:6"": 4, ""S:4"": 3, ""T:5"": 12}",20
mp-2241016,1.6715952780212542,6,0.3076923076923077,0.2692307692307694,"{""DDPN:8"": 2, ""O:6"": 1, ""T:4"": 2, ""A:2"": 3, ""SS:4"": 4, ""TL:3"": 1}",13
mp-1217163,1.519382664642301,6,0.3846153846153846,0.3717948717948718,"{""O:6"": 5, ""TY:3"": 4, ""SS:4"": 1, ""ST:7"": 1, ""S:5"": 1, ""T:4"": 1}",13
mp-2228613,1.2519894208137132,4,0.4,0.25,"{""BO_1:8"": 1, ""O:6"": 4, ""T:4"": 4, ""T:5"": 6}",15
mp-1213696,1.2700181519104905,5,0.5,0.4285714285714286,"{""MI:10"": 2, ""SS:9"": 2, ""T:4"": 8, ""A:2"": 14, ""L:2"": 2}",28
mp-777385,1.483801677189608,6,0.4444444444444444,0.4185185185185185,"{""T:4"": 5, ""T:5"": 8, ""TL:3"": 8, ""S:1"": 20, ""A:2"": 3, ""TY:3"": 1}",45
mp-1184257,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-2228377,1.658062698756047,7,0.3684210526315789,0.4060150375939848,"{""O:6"": 7, ""T:4"": 2, ""TL:3"": 5, ""SS:4"": 2, ""BO_2:8"": 1, ""T:5"": 1, ""ET:7"": 1}",19
mp-1094263,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-531291,2.0657061207654093,9,0.2191780821917808,0.2861491628614916,"{""O:6"": 16, ""S:4"": 3, ""C:8"": 6, ""TC:9"": 8, ""PP:6"": 12, ""L:2"": 8, ""A:2"": 4, ""T:5"": 12, ""T:4"": 4}",73
mp-753966,1.2636544318820964,4,0.3636363636363636,0.25,"{""BO_2:8"": 8, ""BS_2:10"": 4, ""T:4"": 2, ""FO:7"": 8}",22
mp-2227000,1.697733591374392,6,0.2307692307692307,0.2179487179487176,"{""S:5"": 3, ""O:6"": 3, ""TS:3"": 3, ""T:4"": 2, ""S:4"": 1, ""TL:3"": 1}",13
mp-26864,1.3579778549873245,5,0.5,0.3666666666666667,"{""SS:4"": 2, ""O:6"": 2, ""T:4"": 4, ""A:2"": 12, ""L:2"": 4}",24
mp-2226692,1.5641315026219944,5,0.2666666666666666,0.1599999999999999,"{""O:6"": 3, ""T:4"": 2, ""ET:7"": 2, ""L:2"": 4, ""TY:3"": 4}",15
mp-1225974,2.079441541679836,9,0.25,0.25,"{""C:8"": 1, ""C:12"": 2, ""O:6"": 2, ""S:5"": 1, ""L:2"": 1, ""UNKNOWN:14"": 1, ""TBSA:10"": 4, ""S:1"": 2, ""PP:5"": 2}",16
mp-754788,1.4404817415924862,5,0.3888888888888889,0.3111111111111111,"{""O:6"": 7, ""TL:3"": 4, ""SBT:8"": 1, ""T:6"": 4, ""PP:5"": 2}",18
mp-1044451,1.7351264569629223,6,0.2222222222222222,0.1666666666666665,"{""BS_2:10"": 2, ""O:6"": 4, ""S:5"": 2, ""TL:3"": 4, ""TBSA:10"": 4, ""TT_3:9"": 2}",18
mp-1111195,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-5820,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 1, ""C:12"": 2, ""SMA:9"": 2}",5
mp-1187654,-0.0,1,1.0,0.0,"{""AC:12"": 6}",6
mp-22531,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1207305,-0.0,1,1.0,0.0,"{""O:6"": 8}",8
mp-26413,1.4735023850806486,5,0.3333333333333333,0.2666666666666666,"{""T:4"": 16, ""T:5"": 4, ""TY:3"": 4, ""A:2"": 12, ""TL:3"": 12}",48
mp-1184932,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-1207277,-0.0,1,1.0,0.0,"{""L:2"": 6}",6
mp-1104800,1.0042424730540764,3,0.4285714285714285,0.1904761904761904,"{""BS_2:10"": 6, ""BO_1:8"": 2, ""SBSA:10"": 6}",14
mp-1184791,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-23991,0.9839614460010256,3,0.5384615384615384,0.2564102564102564,"{""S:1"": 28, ""T:4"": 16, ""A:2"": 8}",52
mp-776473,1.26100156517892,5,0.55,0.4399999999999999,"{""S:5"": 4, ""S:1"": 11, ""L:2"": 2, ""A:2"": 1, ""T:6"": 2}",20
mp-865340,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1106030,1.5810937501718234,5,0.2222222222222222,0.088888888888889,"{""DI:11"": 4, ""C:12"": 4, ""MI:10"": 4, ""TT_1:9"": 4, ""SBSA:10"": 2}",18
mp-2224443,2.115209070789735,10,0.2941176470588235,0.2999999999999998,"{""O:6"": 5, ""TS:3"": 2, ""SS:4"": 2, ""A:2"": 1, ""L:2"": 2, ""BO_3:8"": 1, ""FO:7"": 1, ""PP:6"": 1, ""SY:4"": 1, ""SBT:8"": 1}",17
mp-4924,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 1, ""C:12"": 2, ""SMA:9"": 2}",5
mp-1041464,1.6080828090962649,7,0.45,0.4285714285714286,"{""ST:7"": 2, ""O:6"": 4, ""T:5"": 2, ""T:4"": 6, ""TL:3"": 6, ""A:2"": 18, ""L:2"": 2}",40
mp-573563,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 1, ""C:12"": 2, ""SMA:9"": 2}",5
mp-567220,0.5623351446188083,2,0.75,0.25,"{""O:6"": 6, ""T:6"": 2}",8
mp-1196845,0.9819416009240194,4,0.65,0.4750000000000001,"{""UNKNOWN:17"": 4, ""AC:12"": 8, ""SBSA:10"": 2, ""I:12"": 26}",40
mp-1201130,1.2730283365896256,4,0.4444444444444444,0.25,"{""SBT:8"": 4, ""O:6"": 8, ""T:4"": 8, ""TL:3"": 16}",36
mp-569002,1.8937882323911377,7,0.1818181818181818,0.1558441558441556,"{""UNKNOWN:14"": 4, ""UNKNOWN:15"": 2, ""C:12"": 2, ""S:4"": 4, ""TS:3"": 4, ""TL:3"": 2, ""T:4"": 4}",22
mp-1233081,1.760964055007035,8,0.3478260869565217,0.4293478260869565,"{""SA:8"": 1, ""TBT:8"": 1, ""S:4"": 1, ""S:5"": 2, ""T:4"": 4, ""A:2"": 8, ""S:1"": 5, ""TL:3"": 1}",23
mp-8723,1.0114042647073518,3,0.5,0.2222222222222221,"{""T:5"": 2, ""SY:4"": 4, ""S:1"": 6}",12
mp-1199017,1.1435024870830306,4,0.4090909090909091,0.3409090909090908,"{""TT_1:9"": 2, ""O:6"": 18, ""S:1"": 18, ""SS:4"": 6}",44
mp-781828,1.4844535190511698,7,0.5142857142857142,0.4979591836734691,"{""O:6"": 2, ""S:1"": 36, ""T:6"": 4, ""PP:6"": 4, ""S:5"": 8, ""BO_2:8"": 4, ""TY:3"": 12}",70
mp-1246335,1.6769877743224173,6,0.3333333333333333,0.2407407407407407,"{""T:5"": 4, ""PP:5"": 2, ""TS:3"": 2, ""S:4"": 2, ""S:5"": 6, ""SS:4"": 2}",18
mp-4181,1.351783994289646,4,0.2857142857142857,0.1071428571428569,"{""C:8"": 2, ""S:4"": 1, ""BS_2:10"": 2, ""O:6"": 2}",7
mp-771993,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 40, ""O:6"": 16}",56
mp-2217159,1.0888999753452238,3,0.4,0.0666666666666668,"{""O:6"": 4, ""T:4"": 3, ""T:6"": 3}",10
mp-1192958,1.072016968563193,4,0.6153846153846154,0.4038461538461539,"{""DDPN:8"": 2, ""T:4"": 4, ""PA:10"": 4, ""S:1"": 16}",26
mp-1223583,2.1765769762452654,12,0.2391304347826087,0.4275362318840581,"{""SH:13"": 1, ""UNKNOWN:15"": 1, ""O:6"": 10, ""C:12"": 2, ""DI:11"": 3, ""L:2"": 11, ""T:5"": 2, ""A:2"": 5, ""S:5"": 4, ""ST:7"": 4, ""H:11"": 1, ""TBSA:10"": 2}",46
mp-7922,0.5623351446188083,2,0.75,0.25,"{""O:6"": 2, ""A:2"": 6}",8
mp-779002,1.8875892793369464,8,0.28,0.345,"{""T:5"": 2, ""O:6"": 4, ""T:4"": 8, ""S:1"": 6, ""L:2"": 14, ""A:2"": 10, ""TS:3"": 2, ""TL:3"": 4}",50
mp-10069,0.7529746827658886,3,0.7058823529411765,0.4313725490196078,"{""I:12"": 1, ""T:5"": 12, ""O:6"": 4}",17
mp-778119,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 20, ""O:6"": 8}",28
mp-1193061,1.3469074400767185,5,0.4137931034482758,0.3862068965517242,"{""UNKNOWN:16"": 2, ""C:12"": 1, ""SH:13"": 8, ""UNKNOWN:14"": 12, ""SA:8"": 6}",29
mp-1207748,1.4180693652516905,5,0.4615384615384615,0.3076923076923079,"{""DD:20"": 1, ""MI:10"": 6, ""UNKNOWN:15"": 2, ""UNKNOWN:14"": 2, ""AC:12"": 2}",13
mp-1210924,1.3321790402101223,4,0.4,0.1500000000000001,"{""O:6"": 4, ""SBT:8"": 4, ""SS:4"": 4, ""S:5"": 8}",20
mp-1043265,1.559581156259877,5,0.25,0.1500000000000001,"{""O:6"": 2, ""S:5"": 4, ""T:4"": 2, ""SS:4"": 4, ""TS:3"": 4}",16
mp-861937,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1103860,1.6216679171123505,6,0.4,0.2777777777777779,"{""FO:7"": 2, ""O:6"": 1, ""T:4"": 2, ""A:2"": 6, ""TL:3"": 2, ""S:1"": 2}",15
mp-1219419,1.5158237605786418,6,0.3611111111111111,0.3796296296296297,"{""UNKNOWN:15"": 2, ""UNKNOWN:16"": 3, ""TT_1:9"": 13, ""SH:13"": 3, ""DI:11"": 12, ""C:12"": 3}",36
mp-771985,1.6264158149923262,6,0.3783783783783784,0.3018018018018016,"{""O:6"": 5, ""T:5"": 2, ""T:4"": 6, ""L:2"": 6, ""TL:3"": 14, ""A:2"": 4}",37
mp-14795,1.499030672979008,5,0.2727272727272727,0.218181818181818,"{""TBSA:10"": 6, ""DI:11"": 6, ""T:4"": 2, ""ST:7"": 2, ""SBT:8"": 6}",22
mp-15668,1.039720770839918,3,0.5,0.1666666666666667,"{""O:6"": 2, ""T:6"": 2, ""FO:7"": 4}",8
mp-1208747,1.2446725381717776,5,0.5714285714285714,0.4380952380952381,"{""TT_1:9"": 4, ""PB:7"": 6, ""T:4"": 6, ""TL:3"": 2, ""S:1"": 24}",42
mp-1105699,1.3321790402101223,4,0.4,0.1500000000000001,"{""ST:7"": 8, ""BS_2:10"": 4, ""DDPN:8"": 4, ""PCPA:11"": 4}",20
mp-1188658,1.0821955300387671,3,0.375,0.0833333333333334,"{""UNKNOWN:14"": 4, ""H:11"": 6, ""SMA:9"": 6}",16
mp-1196760,1.2947749214475035,5,0.5263157894736842,0.4210526315789473,"{""UNKNOWN:16"": 2, ""HA:12"": 4, ""UNKNOWN:14"": 4, ""TT_1:9"": 20, ""BS_2:10"": 8}",38
mp-1516204,2.0253262207700677,8,0.2,0.1499999999999999,"{""DI:11"": 2, ""C:12"": 2, ""O:6"": 4, ""SS:4"": 4, ""PP:6"": 2, ""S:5"": 2, ""T:4"": 2, ""TS:3"": 2}",20
mp-560083,1.6172553126049525,6,0.3,0.3166666666666664,"{""SBT:8"": 8, ""O:6"": 24, ""T:4"": 24, ""S:5"": 12, ""SS:4"": 8, ""T:5"": 4}",80
mp-1184845,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-1179069,1.6674619334292946,6,0.375,0.2083333333333332,"{""O:6"": 4, ""S:5"": 4, ""TS:3"": 4, ""A:2"": 12, ""S:4"": 4, ""PP:6"": 4}",32
mp-1203016,1.6417347121875212,6,0.3636363636363636,0.2878787878787876,"{""BO_2:8"": 12, ""O:6"": 6, ""T:4"": 24, ""PP:6"": 6, ""S:5"": 12, ""A:2"": 6}",66
mp-1037585,-0.0,1,1.0,0.0,"{""O:6"": 64}",64
mp-30755,1.7480673485460896,6,0.2,0.1333333333333333,"{""SH:13"": 4, ""TT_1:9"": 4, ""BS_1:10"": 2, ""DI:11"": 4, ""SBT:8"": 4, ""BO_2:8"": 2}",20
mp-11696,1.3321790402101223,4,0.4,0.1500000000000001,"{""S:5"": 2, ""UNKNOWN:14"": 2, ""DI:11"": 2, ""DDPN:8"": 4}",10
mp-542079,1.5740973368489726,6,0.4285714285714285,0.3333333333333332,"{""TT_1:9"": 8, ""TO_1:9"": 4, ""DDPN:8"": 4, ""T:4"": 8, ""S:1"": 24, ""A:2"": 8}",56
mp-1224675,1.5498260458782016,5,0.2857142857142857,0.1714285714285714,"{""O:6"": 4, ""ET:7"": 2, ""TL:3"": 2, ""T:4"": 4, ""FO:7"": 2}",14
mp-2223125,1.3421131789144003,4,0.3636363636363636,0.1590909090909091,"{""TT_1:9"": 2, ""O:6"": 2, ""S:4"": 3, ""T:5"": 4}",11
mp-752645,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 10, ""O:6"": 4}",14
mp-1213548,1.1595888143086257,5,0.6363636363636364,0.4363636363636363,"{""FO:7"": 4, ""SS:4"": 4, ""T:6"": 4, ""A:2"": 4, ""S:1"": 28}",44
mp-1175759,-0.0,1,1.0,0.0,"{""O:6"": 32}",32
mp-1016647,1.4941751382893085,5,0.375,0.25,"{""UNKNOWN:16"": 1, ""SBT:8"": 3, ""FO:7"": 2, ""HA:12"": 1, ""T:6"": 1}",8
mp-1022136,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-2218691,2.1383972463477243,9,0.1538461538461538,0.170940170940171,"{""T:5"": 1, ""O:6"": 2, ""S:5"": 1, ""T:6"": 2, ""S:4"": 2, ""TL:3"": 1, ""TY:3"": 1, ""SS:4"": 2, ""TBT:8"": 1}",13
mp-1234210,0.9532562528406858,5,0.7142857142857143,0.5714285714285716,"{""T:4"": 1, ""S:1"": 15, ""TS:3"": 1, ""A:2"": 3, ""L:2"": 1}",21
mp-1194442,1.4855093341000507,6,0.4666666666666667,0.411111111111111,"{""I:12"": 1, ""O:6"": 2, ""L:2"": 5, ""S:1"": 14, ""A:2"": 4, ""TY:3"": 4}",30
mp-752610,-0.0,1,1.0,0.0,"{""O:6"": 16}",16
mp-1101379,1.039720770839918,3,0.5,0.1666666666666667,"{""ST:7"": 2, ""S:1"": 4, ""O:6"": 2}",8
mp-1016651,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-1023158,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-10950,1.4985690796770057,5,0.3076923076923077,0.2461538461538464,"{""TT_2:9"": 2, ""S:4"": 1, ""T:4"": 2, ""A:2"": 4, ""S:1"": 4}",13
mp-1383615,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""T:4"": 2, ""A:2"": 4}",6
mp-559433,1.6188490916819118,7,0.3333333333333333,0.4126984126984128,"{""DI:11"": 4, ""SBSA:10"": 4, ""SMA:9"": 4, ""PB:7"": 4, ""S:1"": 24, ""TL:3"": 8, ""A:2"": 24}",72
mp-1078916,1.0549201679861442,3,0.4,0.1333333333333335,"{""PP:10"": 4, ""UNKNOWN:14"": 2, ""TT_1:9"": 4}",10
mp-1187693,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-867981,2.2087857844624565,11,0.1764705882352941,0.3368983957219251,"{""O:6"": 12, ""T:4"": 8, ""A:2"": 10, ""L:2"": 8, ""TL:3"": 12, ""S:1"": 2, ""S:5"": 4, ""PP:5"": 2, ""ET:7"": 2, ""TS:3"": 4, ""SS:4"": 4}",68
mp-983446,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1194671,1.3321790402101223,4,0.4,0.1500000000000001,"{""T:6"": 8, ""A:2"": 16, ""TS:3"": 8, ""S:1"": 8}",40
mp-7317,1.351783994289646,4,0.2857142857142857,0.1071428571428569,"{""AC:12"": 4, ""C:12"": 2, ""TO_1:9"": 4, ""SBT:8"": 4}",14
mp-1025075,1.0114042647073518,3,0.5,0.2222222222222221,"{""DD:20"": 1, ""T:6"": 2, ""C:8"": 3}",6
mp-14002,0.3488320958430319,2,0.8888888888888888,0.3888888888888888,"{""FO:7"": 64, ""C:8"": 8}",72
mp-1220312,0.6730116670092565,2,0.6,0.1,"{""L:2"": 2, ""S:4"": 3}",5
mp-766251,1.818483163012365,7,0.3076923076923077,0.2637362637362639,"{""T:5"": 2, ""O:6"": 2, ""T:4"": 8, ""TL:3"": 4, ""L:2"": 4, ""A:2"": 4, ""TS:3"": 2}",26
mp-770287,1.863679987341,7,0.25,0.2142857142857144,"{""T:4"": 12, ""DDPN:8"": 4, ""TL:3"": 8, ""S:1"": 8, ""A:2"": 8, ""TS:3"": 4, ""L:2"": 4}",48
mp-1020615,1.3635646216442063,5,0.4545454545454545,0.3818181818181816,"{""PB:7"": 4, ""T:4"": 10, ""A:2"": 8, ""S:1"": 20, ""L:2"": 2}",44
mp-1200593,1.3316643102930148,5,0.5,0.4000000000000001,"{""SBSA:10"": 4, ""S:1"": 28, ""L:2"": 4, ""T:4"": 8, ""A:2"": 12}",56
mp-1345479,1.351783994289646,4,0.2857142857142857,0.1071428571428569,"{""C:12"": 8, ""TL:3"": 8, ""L:2"": 8, ""A:2"": 4}",28
mp-30187,1.6749900127837865,7,0.4117647058823529,0.3865546218487397,"{""T:5"": 2, ""SS:4"": 3, ""TY:3"": 2, ""A:2"": 7, ""TS:3"": 1, ""PP:5"": 1, ""S:4"": 1}",17
mp-865229,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1188027,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-20588,1.039720770839918,3,0.5,0.1666666666666667,"{""C:12"": 4, ""BO_2:8"": 2, ""SBT:8"": 2}",8
mp-1026735,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-1195675,1.8891591637540213,7,0.2222222222222222,0.1587301587301588,"{""TT_1:9"": 8, ""SBT:8"": 4, ""T:4"": 4, ""O:6"": 8, ""FO:7"": 4, ""TO_1:9"": 4, ""S:5"": 4}",36
mp-553922,1.7002084451723791,7,0.3333333333333333,0.3809523809523809,"{""H:11"": 4, ""TT_1:9"": 24, ""SBSA:10"": 6, ""T:5"": 12, ""SS:4"": 18, ""T:4"": 4, ""TY:3"": 4}",72
mp-1174118,-0.0,1,1.0,0.0,"{""O:6"": 20}",20
mp-12510,1.0986122886681096,3,0.3333333333333333,0.0,"{""PCPA:11"": 3, ""C:12"": 3, ""TT_1:9"": 3}",9
mp-640447,1.0986122886681096,3,0.3333333333333333,0.0,"{""PB:7"": 6, ""BO_1:8"": 6, ""DI:11"": 6}",18
mp-1522722,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1204947,1.5883952103048482,8,0.4137931034482758,0.5344827586206895,"{""SA:8"": 2, ""O:6"": 6, ""S:5"": 8, ""T:5"": 2, ""A:2"": 14, ""TBSA:10"": 1, ""BS_2:10"": 1, ""S:1"": 24}",58
mp-552307,1.1972375015579315,4,0.5384615384615384,0.2884615384615383,"{""O:6"": 14, ""T:4"": 4, ""SS:4"": 4, ""TL:3"": 4}",26
mp-1516338,1.834371970281624,7,0.3,0.2285714285714288,"{""SBT:8"": 2, ""O:6"": 4, ""TT_2:9"": 2, ""T:4"": 6, ""S:5"": 2, ""SS:4"": 2, ""TL:3"": 2}",20
mp-1147780,1.351783994289646,4,0.2857142857142857,0.1071428571428569,"{""TO_1:9"": 2, ""O:6"": 1, ""S:1"": 2, ""BS_1:10"": 2}",7
mp-771355,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 50, ""O:6"": 20}",70
mp-7784,0.8675632284814612,3,0.6666666666666666,0.3333333333333335,"{""SS:4"": 2, ""T:4"": 2, ""A:2"": 8}",12
mp-542067,1.7242420937997174,7,0.3809523809523809,0.3401360544217686,"{""PP:10"": 4, ""BS_2:10"": 4, ""PB:7"": 4, ""DDPN:8"": 2, ""TS:3"": 8, ""A:2"": 16, ""TY:3"": 4}",42
mp-559879,1.0547209169068124,4,0.5714285714285714,0.4285714285714284,"{""T:4"": 4, ""TY:3"": 16, ""A:2"": 4, ""S:1"": 32}",56
mp-1209295,1.2396593920543857,4,0.4285714285714285,0.2857142857142856,"{""UNKNOWN:16"": 2, ""SA:8"": 6, ""DI:11"": 12, ""SH:13"": 8}",28
mp-1084838,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 2, ""SMA:9"": 4, ""C:12"": 4}",10
mp-756570,1.4941751382893085,5,0.375,0.25,"{""S:5"": 6, ""T:6"": 2, ""S:4"": 2, ""TY:3"": 4, ""SS:4"": 2}",16
mp-775277,0.7902679680745903,3,0.6923076923076923,0.4102564102564101,"{""UNKNOWN:14"": 2, ""O:6"": 6, ""L:2"": 18}",26
mp-1179346,1.089871122271088,4,0.4761904761904761,0.3928571428571428,"{""O:6"": 2, ""A:2"": 16, ""L:2"": 4, ""S:1"": 20}",42
mp-684020,2.3790378112523447,13,0.1714285714285714,0.3252747252747252,"{""S:5"": 12, ""T:6"": 8, ""DDPN:8"": 4, ""TT_2:9"": 8, ""S:1"": 12, ""SBT:8"": 4, ""TT_3:9"": 3, ""AC:12"": 4, ""PCPA:11"": 4, ""H:11"": 4, ""BS_2:10"": 4, ""TO_2:9"": 1, ""C:12"": 2}",70
mp-1105786,1.313834033192747,4,0.3,0.1499999999999999,"{""I:12"": 2, ""SH:13"": 6, ""PBP:12"": 6, ""TT_1:9"": 6}",20
mp-24160,1.073542846408523,4,0.625,0.375,"{""T:4"": 8, ""S:1"": 40, ""TY:3"": 8, ""A:2"": 8}",64
mp-1018705,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""UNKNOWN:14"": 2, ""TT_1:9"": 4}",6
mp-776196,1.0727396460638965,4,0.5517241379310345,0.4224137931034484,"{""O:6"": 16, ""TL:3"": 8, ""T:4"": 2, ""S:1"": 32}",58
mp-1046533,1.8640435797520256,7,0.2,0.2095238095238096,"{""T:5"": 12, ""O:6"": 12, ""S:5"": 8, ""SS:4"": 8, ""TL:3"": 12, ""T:4"": 4, ""PP:6"": 4}",60
mp-1019723,1.478751524647954,5,0.2941176470588235,0.2588235294117649,"{""AC:12"": 2, ""T:4"": 8, ""TL:3"": 10, ""S:1"": 10, ""A:2"": 4}",34
mp-1041312,1.2047933096947845,4,0.4615384615384615,0.3269230769230771,"{""C:12"": 1, ""T:4"": 4, ""A:2"": 6, ""L:2"": 2}",13
mp-1222370,-0.0,1,1.0,0.0,"{""O:6"": 4}",4
mp-1220258,1.3296613488547582,4,0.3333333333333333,0.1666666666666665,"{""UNKNOWN:18"": 3, ""C:12"": 6, ""I:12"": 3, ""SBSA:10"": 6}",18
