material_id,ce_entropy,n_distinct_envs,dominance,gini,ce_symbols,n_sites_ce
mp-581770,1.7194596914333975,8,0.4545454545454545,0.4053030303030303,"{""UNKNOWN:15"": 4, ""C:12"": 15, ""PCPA:11"": 2, ""BS_2:10"": 4, ""DI:11"": 2, ""SMA:9"": 2, ""SBSA:10"": 2, ""ST:7"": 2}",33
mp-1184731,-0.0,1,1.0,0.0,"{""T:4"": 4}",4
mp-1392145,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""L:2"": 2, ""S:1"": 4}",6
mp-1221560,-0.0,1,1.0,0.0,"{""O:6"": 60}",60
mp-755865,1.3321790402101223,4,0.4,0.1500000000000001,"{""SBT:8"": 4, ""O:6"": 4, ""SS:4"": 4, ""S:5"": 8}",20
mp-770404,1.8230441433696247,7,0.238095238095238,0.272108843537415,"{""T:6"": 3, ""O:6"": 9, ""T:4"": 10, ""L:2"": 6, ""TL:3"": 4, ""TY:3"": 8, ""A:2"": 2}",42
mp-1025277,1.078992207877583,3,0.4285714285714285,0.0952380952380953,"{""TT_1:9"": 2, ""O:6"": 3, ""T:4"": 2}",7
mp-556585,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""O:6"": 4, ""PP:6"": 8}",12
mp-1105234,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""O:6"": 6, ""TL:3"": 12}",18
mp-1187588,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-1100472,1.6932630222740752,7,0.3636363636363636,0.3896103896103895,"{""C:12"": 3, ""DI:11"": 5, ""SH:13"": 2, ""PCPA:11"": 2, ""TT_1:9"": 8, ""DD:8"": 1, ""SMA:9"": 1}",22
mp-1214179,0.9649629230074276,3,0.4444444444444444,0.2222222222222221,"{""TL:3"": 8, ""A:2"": 2, ""S:1"": 8}",18
mp-19169,0.8675632284814612,3,0.6666666666666666,0.3333333333333335,"{""DDPN:8"": 2, ""T:4"": 2, ""S:1"": 8}",12
mp-1202013,1.7873160424828711,8,0.4117647058823529,0.375,"{""O:6"": 8, ""TT_2:9"": 4, ""SBT:8"": 4, ""T:4"": 8, ""S:1"": 28, ""A:2"": 8, ""SS:4"": 4, ""S:5"": 4}",68
mp-549333,1.2130075659799042,4,0.5,0.3125,"{""C:8"": 1, ""SY:4"": 2, ""DD:20"": 1, ""TO_3:9"": 4}",8
mp-1178326,1.483635316511466,7,0.4,0.504761904761905,"{""O:6"": 10, ""TL:3"": 12, ""T:4"": 1, ""SS:4"": 1, ""S:4"": 2, ""BS_2:10"": 1, ""DI:11"": 3}",30
mp-753370,0.7902679680745903,3,0.6923076923076923,0.4102564102564101,"{""T:4"": 9, ""TY:3"": 3, ""TL:3"": 1}",13
mp-2052115,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""HP:12"": 2, ""TT_1:9"": 4}",6
mp-1190715,1.4681399390162084,5,0.3636363636363636,0.290909090909091,"{""SH:13"": 6, ""UNKNOWN:16"": 2, ""O:6"": 4, ""T:5"": 8, ""SY:4"": 2}",22
mp-762268,0.6890092384766586,2,0.5454545454545454,0.0454545454545454,"{""O:6"": 5, ""S:5"": 6}",11
mp-567386,1.2730283365896256,4,0.4444444444444444,0.25,"{""DI:11"": 4, ""T:6"": 4, ""T:4"": 2, ""TY:3"": 8}",18
mp-1216866,1.470131920408841,5,0.3571428571428571,0.2857142857142858,"{""C:12"": 1, ""O:6"": 5, ""TY:3"": 4, ""S:5"": 2, ""T:4"": 2}",14
mp-765508,1.464816384890813,5,0.3333333333333333,0.2666666666666666,"{""O:6"": 3, ""TL:3"": 3, ""SS:4"": 1, ""PP:6"": 1, ""TC:9"": 1}",9
mp-1078874,1.3321790402101223,4,0.4,0.1500000000000001,"{""C:12"": 2, ""O:6"": 2, ""TS:3"": 2, ""L:2"": 4}",10
mp-37695,1.5306052420589422,6,0.4210526315789473,0.394736842105263,"{""S:5"": 2, ""O:6"": 4, ""C:8"": 1, ""TL:3"": 1, ""S:1"": 3, ""T:4"": 8}",19
mp-1014558,0.6829081047004717,2,0.5714285714285714,0.0714285714285714,"{""T:4"": 6, ""TL:3"": 8}",14
mp-1516702,1.7351264569629223,6,0.2222222222222222,0.1666666666666665,"{""BS_2:10"": 2, ""O:6"": 4, ""T:6"": 4, ""S:5"": 4, ""PA:10"": 2, ""TT_3:9"": 2}",18
mp-1201412,1.7480673485460891,7,0.4,0.2571428571428573,"{""T:6"": 4, ""S:5"": 4, ""ET:7"": 4, ""PP:6"": 4, ""ST:7"": 4, ""T:4"": 4, ""S:1"": 16}",40
mp-16762,0.5623351446188083,2,0.75,0.25,"{""AC:12"": 2, ""PP:6"": 6}",8
mp-1195028,1.6807679837119678,6,0.3529411764705882,0.225490196078431,"{""SA:8"": 4, ""ST:7"": 4, ""TL:3"": 4, ""O:6"": 6, ""S:1"": 12, ""ET:7"": 4}",34
mp-1193676,1.3013055504369102,4,0.4285714285714285,0.2142857142857142,"{""AC:12"": 6, ""O:6"": 4, ""SBT:8"": 6, ""ST:7"": 12}",28
mp-1229142,2.357645637363308,14,0.2916666666666667,0.3452380952380953,"{""SS:9"": 4, ""DI:11"": 2, ""BS_2:10"": 2, ""AC:12"": 2, ""O:6"": 6, ""S:5"": 2, ""T:5"": 2, ""L:2"": 14, ""A:2"": 2, ""PP:6"": 4, ""MI:10"": 2, ""S:4"": 2, ""C:8"": 2, ""S:1"": 2}",48
mp-1187608,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-21183,0.9556998911125344,3,0.5714285714285714,0.2857142857142856,"{""SA:8"": 2, ""T:4"": 8, ""S:5"": 4}",14
mp-1220236,1.277034259466139,4,0.4285714285714285,0.25,"{""PCPA:11"": 2, ""HP:12"": 1, ""TT_1:9"": 3, ""T:5"": 1}",7
mp-766238,1.3195454632493369,4,0.4,0.2000000000000001,"{""O:6"": 10, ""T:6"": 6, ""T:5"": 16, ""T:4"": 8}",40
mp-1175282,0.2868359830561607,2,0.9166666666666666,0.4166666666666665,"{""O:6"": 22, ""S:5"": 2}",24
mp-675423,1.3296613488547582,4,0.3333333333333333,0.1666666666666665,"{""S:5"": 4, ""L:2"": 2, ""A:2"": 4, ""SY:4"": 2}",12
mp-2751309,1.0905994737794786,4,0.5384615384615384,0.4038461538461537,"{""DD:20"": 1, ""PA:10"": 1, ""I:12"": 7, ""SH:13"": 4}",13
mp-769204,1.9102056554523323,9,0.3703703703703703,0.3868312757201644,"{""O:6"": 6, ""T:5"": 2, ""S:5"": 4, ""SS:4"": 4, ""T:6"": 2, ""T:4"": 20, ""TL:3"": 4, ""TY:3"": 8, ""A:2"": 4}",54
mp-1012640,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-30175,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 1, ""BO_2:8"": 2, ""TT_1:9"": 2}",5
mp-1245734,1.1822230016451067,4,0.4,0.3166666666666669,"{""O:6"": 2, ""L:2"": 12, ""TL:3"": 4, ""S:1"": 12}",30
mp-756232,1.6769877743224173,6,0.3333333333333333,0.2407407407407407,"{""ET:7"": 2, ""T:4"": 6, ""PP:6"": 4, ""O:6"": 2, ""T:5"": 2, ""S:5"": 2}",18
mp-570463,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""UNKNOWN:16"": 8, ""I:12"": 16}",24
mp-703316,1.7480673485460896,6,0.2,0.1333333333333333,"{""I:12"": 4, ""ST:7"": 8, ""SBT:8"": 8, ""C:12"": 8, ""TO_2:9"": 8, ""DDPN:8"": 4}",40
mp-1228604,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 4, ""O:6"": 4, ""L:2"": 12}",20
mp-1110814,0.9502705392332348,3,0.6,0.2666666666666666,"{""O:6"": 2, ""C:12"": 2, ""L:2"": 6}",10
mp-1209449,1.8866967846580789,7,0.2,0.1714285714285717,"{""DI:11"": 4, ""SBT:8"": 8, ""O:6"": 8, ""PP:5"": 8, ""SS:4"": 4, ""FO:7"": 4, ""S:5"": 4}",40
mp-755632,1.3296613488547582,4,0.3333333333333333,0.1666666666666665,"{""O:6"": 8, ""SBT:8"": 4, ""BO_2:8"": 4, ""TL:3"": 8}",24
mp-1205931,0.9502705392332348,3,0.6,0.2666666666666666,"{""O:6"": 2, ""AC:12"": 2, ""PP:6"": 6}",10
mp-1407843,1.5498260458782016,5,0.2857142857142857,0.1714285714285714,"{""PB:7"": 2, ""O:6"": 2, ""TT_3:9"": 2, ""L:2"": 4, ""BO_2:8"": 4}",14
mp-1204764,1.807631656191928,8,0.3684210526315789,0.388157894736842,"{""DDPN:8"": 4, ""SBT:8"": 4, ""TY:3"": 12, ""SS:4"": 4, ""S:1"": 28, ""ST:7"": 4, ""PP:5"": 8, ""A:2"": 12}",76
mp-626724,1.039720770839918,3,0.5,0.1666666666666667,"{""ST:7"": 2, ""S:1"": 4, ""TT_1:9"": 2}",8
mp-1517771,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1043092,1.6307991045856434,6,0.3571428571428571,0.3095238095238095,"{""O:6"": 12, ""T:4"": 8, ""A:2"": 20, ""TL:3"": 8, ""S:1"": 4, ""L:2"": 4}",56
mp-1113500,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-977123,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 1, ""O:6"": 1, ""L:2"": 3}",5
mp-1212081,1.4898487964741864,5,0.3125,0.25,"{""O:6"": 8, ""T:4"": 8, ""TL:3"": 10, ""S:5"": 2, ""TY:3"": 4}",32
mp-1020009,1.412744636863848,5,0.3846153846153846,0.3384615384615386,"{""T:4"": 24, ""T:6"": 6, ""O:6"": 6, ""A:2"": 30, ""TY:3"": 12}",78
mp-8934,1.0549201679861442,3,0.4,0.1333333333333335,"{""BS_2:10"": 4, ""T:4"": 2, ""A:2"": 4}",10
mp-1232401,0.9502705392332348,3,0.6,0.2666666666666666,"{""O:6"": 6, ""TL:3"": 6, ""ET:7"": 18}",30
mp-1044853,1.2589910288554198,4,0.4444444444444444,0.2777777777777777,"{""O:6"": 10, ""T:4"": 4, ""A:2"": 6, ""TY:3"": 16}",36
mp-1196880,1.2730283365896256,4,0.4444444444444444,0.25,"{""O:6"": 8, ""T:4"": 4, ""TL:3"": 16, ""SY:4"": 8}",36
mp-542563,1.5742162670915492,6,0.3666666666666666,0.3555555555555554,"{""T:5"": 2, ""O:6"": 8, ""T:4"": 12, ""TL:3"": 12, ""L:2"": 22, ""A:2"": 4}",60
mp-1111110,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1206454,1.0549201679861442,3,0.4,0.1333333333333335,"{""PP:10"": 4, ""UNKNOWN:14"": 2, ""TT_1:9"": 4}",10
mp-849670,1.5867847075280477,6,0.4,0.3444444444444443,"{""TT_1:9"": 6, ""T:5"": 12, ""ET:7"": 4, ""T:4"": 2, ""FO:7"": 4, ""ST:7"": 2}",30
mp-866181,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-2228271,1.277034259466139,4,0.4285714285714285,0.25,"{""O:6"": 2, ""T:5"": 3, ""TS:3"": 1, ""BO_2:8"": 1}",7
mp-866667,0.991138896613094,4,0.6428571428571429,0.4642857142857144,"{""T:4"": 4, ""S:1"": 36, ""SH:13"": 4, ""TY:3"": 12}",56
mp-1221587,1.876313462464156,9,0.2888888888888888,0.4395061728395062,"{""O:6"": 11, ""PB:7"": 2, ""SBT:8"": 3, ""ST:7"": 3, ""T:4"": 13, ""S:5"": 7, ""TS:3"": 1, ""SS:4"": 4, ""T:5"": 1}",45
mp-1068985,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 1, ""TY:3"": 1, ""S:1"": 3}",5
mp-1203572,2.054312179780644,9,0.1904761904761904,0.2857142857142856,"{""SH:13"": 8, ""PB:7"": 4, ""UNKNOWN:17"": 2, ""PCPA:11"": 8, ""TT_1:9"": 4, ""SMA:9"": 2, ""DI:11"": 4, ""DDPN:8"": 2, ""SBSA:10"": 8}",42
mp-28861,0.3488320958430319,2,0.8888888888888888,0.3888888888888888,"{""HP:12"": 3, ""TL:3"": 24}",27
mp-1111617,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-570786,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""UNKNOWN:16"": 4, ""I:12"": 8}",12
mp-1028056,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-763275,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 20, ""O:6"": 8}",28
mp-1215153,2.235177307997703,11,0.217391304347826,0.3083003952569172,"{""T:4"": 10, ""T:5"": 6, ""TY:3"": 2, ""ST:7"": 2, ""SS:4"": 6, ""TC:9"": 4, ""S:5"": 4, ""TL:3"": 6, ""A:2"": 2, ""S:1"": 2, ""TS:3"": 2}",46
mp-1517586,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1209683,1.1285962936622185,5,0.631578947368421,0.5052631578947371,"{""TT_1:9"": 4, ""C:12"": 4, ""O:6"": 8, ""T:4"": 12, ""S:1"": 48}",76
mp-761213,1.4453199812068782,5,0.3953488372093023,0.2976744186046511,"{""T:5"": 9, ""T:4"": 2, ""TL:3"": 8, ""S:1"": 17, ""A:2"": 7}",43
mp-20762,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""UNKNOWN:14"": 2, ""H:11"": 4}",6
mp-557752,1.5498260458782016,5,0.2857142857142857,0.1714285714285714,"{""TT:12"": 2, ""L:2"": 2, ""T:4"": 2, ""A:2"": 4, ""S:1"": 4}",14
mp-7176,-0.0,1,1.0,0.0,"{""O:6"": 4}",4
mp-1372790,1.945910149055313,7,0.1428571428571428,0.0,"{""O:6"": 4, ""PB:7"": 4, ""ET:7"": 4, ""PP:6"": 4, ""S:4"": 4, ""TS:3"": 4, ""BO_1:8"": 4}",28
mp-1216337,1.0986122886681096,3,0.3333333333333333,0.0,"{""PCPA:11"": 3, ""C:12"": 3, ""TT_1:9"": 3}",9
mp-22299,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""UNKNOWN:14"": 4, ""SBSA:10"": 8}",12
mp-757611,1.0547209169068124,4,0.5714285714285714,0.4285714285714284,"{""O:6"": 8, ""T:4"": 16, ""TY:3"": 2, ""A:2"": 2}",28
mp-1197828,1.5504417795859196,7,0.3870967741935484,0.4516129032258063,"{""AC:12"": 4, ""O:6"": 2, ""S:1"": 24, ""T:4"": 4, ""A:2"": 20, ""TY:3"": 4, ""TL:3"": 4}",62
mp-1093556,-0.0,1,1.0,0.0,"{""L:2"": 4}",4
mp-634418,1.4941751382893085,5,0.375,0.25,"{""PB:7"": 2, ""O:6"": 2, ""T:4"": 2, ""S:1"": 6, ""A:2"": 4}",16
mp-1194848,1.6410207244671386,7,0.4166666666666667,0.4166666666666669,"{""SBSA:10"": 2, ""PP:10"": 2, ""O:6"": 4, ""T:4"": 8, ""L:2"": 20, ""A:2"": 4, ""S:1"": 8}",48
mp-1105419,1.0608569471580214,3,0.4444444444444444,0.1481481481481483,"{""DI:11"": 4, ""T:4"": 6, ""TY:3"": 8}",18
mp-768418,1.6762349391347304,6,0.3333333333333333,0.25,"{""S:5"": 4, ""T:6"": 8, ""T:4"": 4, ""TL:3"": 8, ""S:1"": 16, ""A:2"": 8}",48
mp-1200626,1.0805738483648537,5,0.6666666666666666,0.5066666666666666,"{""DDPN:8"": 3, ""SMA:9"": 3, ""S:1"": 30, ""T:4"": 6, ""A:2"": 3}",45
mp-567710,1.6326309271543518,6,0.3333333333333333,0.3055555555555553,"{""SA:8"": 4, ""SBT:8"": 8, ""TT_1:9"": 4, ""T:6"": 4, ""SS:9"": 12, ""ST:7"": 16}",48
mp-1182707,1.6904093365106323,13,0.5,0.6461538461538461,"{""O:6"": 14, ""FO:7"": 2, ""S:1"": 35, ""L:2"": 1, ""T:4"": 6, ""SS:4"": 2, ""DDPN:8"": 1, ""ST:7"": 2, ""TY:3"": 1, ""T:5"": 2, ""S:5"": 1, ""T:6"": 1, ""A:2"": 2}",70
mp-10714,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 1, ""L:2"": 3, ""O:6"": 1}",5
mp-1026429,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-1207980,1.8891591637540213,7,0.2222222222222222,0.1587301587301588,"{""DDPN:8"": 2, ""O:6"": 2, ""TI:9"": 2, ""ET:7"": 4, ""PP:6"": 2, ""ST:7"": 4, ""T:6"": 2}",18
mp-1206218,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""UNKNOWN:16"": 2, ""I:12"": 4}",6
mp-1235175,1.2519894208137132,4,0.4,0.25,"{""BO_1:8"": 1, ""T:4"": 4, ""O:6"": 4, ""T:5"": 6}",15
mp-1234921,1.7494615662576571,9,0.3548387096774194,0.4946236559139785,"{""O:6"": 9, ""S:5"": 2, ""TL:3"": 11, ""T:4"": 1, ""TS:3"": 2, ""SS:4"": 3, ""T:6"": 1, ""BO_3:8"": 1, ""TO_2:9"": 1}",31
mp-567814,0.8605492869589841,4,0.72,0.5299999999999998,"{""DD:20"": 2, ""UNKNOWN:16"": 4, ""I:12"": 36, ""DI:11"": 8}",50
mp-1097671,-0.0,1,1.0,0.0,"{""L:2"": 4}",4
mp-1029420,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""TBSA:10"": 4, ""TS:3"": 8}",12
mp-753086,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""O:6"": 8, ""T:4"": 20}",28
mp-557403,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""O:6"": 6, ""TL:3"": 12}",18
mp-1177773,-0.0,1,1.0,0.0,"{""O:6"": 16}",16
mp-978802,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-2220532,1.7673779345300191,7,0.3157894736842105,0.3308270676691727,"{""S:5"": 2, ""O:6"": 6, ""T:4"": 2, ""SS:4"": 3, ""PP:5"": 1, ""TL:3"": 4, ""FO:7"": 1}",19
mp-1222127,-0.0,1,1.0,0.0,"{""C:12"": 5}",5
mp-1246616,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 10, ""O:6"": 4}",14
mp-27496,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""C:8"": 2, ""BS_2:10"": 4}",6
mp-1207071,1.3862943611198906,4,0.25,0.0,"{""HP:12"": 2, ""FO:7"": 2, ""SBT:8"": 2, ""TT_1:9"": 2}",8
mp-1104830,1.0042424730540764,3,0.4285714285714285,0.1904761904761904,"{""O:6"": 2, ""S:5"": 6, ""T:5"": 6}",14
mp-1176703,1.7671949977916743,7,0.3571428571428571,0.3061224489795917,"{""SS:4"": 8, ""S:5"": 4, ""O:6"": 4, ""T:4"": 8, ""TL:3"": 20, ""TY:3"": 8, ""S:1"": 4}",56
mp-773427,-0.0,1,1.0,0.0,"{""O:6"": 16}",16
mp-1094580,-0.0,1,1.0,0.0,"{""AC:12"": 6}",6
mp-978853,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 1, ""SMA:9"": 2, ""C:12"": 2}",5
mp-1033059,0.3767701612564367,2,0.875,0.375,"{""O:6"": 14, ""S:5"": 2}",16
mp-26212,0.8018185525433373,3,0.7,0.3999999999999999,"{""O:6"": 4, ""T:4"": 8, ""A:2"": 28}",40
mp-1224429,1.0610413580640756,4,0.5714285714285714,0.4214285714285712,"{""O:6"": 40, ""UNKNOWN:14"": 2, ""T:4"": 16, ""S:5"": 12}",70
mp-1247473,1.3296613488547582,4,0.3333333333333333,0.1666666666666665,"{""PCPA:11"": 4, ""PP:6"": 8, ""A:2"": 4, ""SS:4"": 8}",24
mp-2215968,1.5157079520857129,5,0.3636363636363636,0.2181818181818184,"{""T:6"": 2, ""O:6"": 2, ""L:2"": 1, ""T:5"": 2, ""SS:4"": 4}",11
mp-1228423,1.4791328074296437,5,0.3846153846153846,0.276923076923077,"{""PA:10"": 8, ""S:5"": 4, ""T:4"": 8, ""S:1"": 12, ""A:2"": 20}",52
mp-1211974,0.9830877585747856,4,0.6666666666666666,0.4583333333333332,"{""T:6"": 1, ""T:4"": 2, ""I:12"": 1, ""S:1"": 8}",12
mp-976221,-0.0,1,1.0,0.0,"{""AC:12"": 8}",8
mp-1070631,1.0549201679861442,3,0.4,0.1333333333333335,"{""PP:10"": 2, ""UNKNOWN:14"": 1, ""TT_1:9"": 2}",5
mp-1196201,1.3485390196098022,5,0.5,0.377777777777778,"{""BO_3:8"": 4, ""TT_1:9"": 8, ""ST:7"": 12, ""TL:3"": 12, ""S:1"": 36}",72
mp-28875,1.0114042647073518,3,0.5,0.2222222222222221,"{""PB:7"": 4, ""T:4"": 6, ""BS_2:10"": 2}",12
mp-1093813,-0.0,1,1.0,0.0,"{""L:2"": 4}",4
mp-1219940,-0.0,1,1.0,0.0,"{""C:12"": 5}",5
mp-24307,1.0014223119682,4,0.6086956521739131,0.4673913043478261,"{""O:6"": 1, ""S:1"": 14, ""TL:3"": 6, ""L:2"": 2}",23
mp-1572,0.6931471805599453,2,0.5,0.0,"{""T:4"": 4, ""TY:3"": 4}",8
mp-21225,1.0549201679861442,3,0.4,0.1333333333333335,"{""UNKNOWN:16"": 1, ""SMA:9"": 2, ""C:12"": 2}",5
mp-2242174,1.351783994289646,4,0.2857142857142857,0.1071428571428569,"{""O:6"": 1, ""T:5"": 2, ""TL:3"": 2, ""SS:4"": 2}",7
mp-855,-0.0,1,1.0,0.0,"{""I:12"": 26}",26
mp-554248,1.4469189829363254,6,0.4705882352941176,0.441176470588235,"{""TO_2:9"": 2, ""FO:7"": 2, ""T:5"": 2, ""T:4"": 8, ""A:2"": 16, ""L:2"": 4}",34
mp-1105376,0.639031859650177,3,0.8,0.4666666666666668,"{""O:6"": 2, ""T:4"": 2, ""S:1"": 16}",20
mp-8044,0.5623351446188083,2,0.75,0.25,"{""O:6"": 6, ""T:6"": 2}",8
mp-1104116,0.410116318288409,2,0.8571428571428571,0.357142857142857,"{""DI:11"": 12, ""UNKNOWN:14"": 2}",14
mp-1214656,1.8475344105647664,7,0.2857142857142857,0.2312925170068027,"{""DI:11"": 2, ""O:6"": 6, ""A:2"": 4, ""TS:3"": 2, ""SS:4"": 2, ""L:2"": 3, ""T:4"": 2}",21
mp-1518357,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-765578,1.5854367502667412,6,0.3333333333333333,0.3425925925925925,"{""ST:7"": 4, ""O:6"": 3, ""T:4"": 8, ""L:2"": 1, ""TL:3"": 8, ""A:2"": 12}",36
mp-1077288,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""S:5"": 4, ""S:4"": 2}",6
mp-1190515,1.7242420937997174,7,0.3809523809523809,0.3401360544217686,"{""DDPN:8"": 2, ""O:6"": 1, ""TY:3"": 4, ""T:4"": 2, ""S:1"": 8, ""TL:3"": 2, ""TS:3"": 2}",21
mp-1220349,0.6931471805599453,2,0.5,0.0,"{""DI:11"": 2, ""TT_1:9"": 2}",4
mp-24090,1.2730283365896256,4,0.4444444444444444,0.25,"{""SBSA:10"": 2, ""S:1"": 8, ""T:6"": 4, ""A:2"": 4}",18
mp-1246184,1.3689223607402194,4,0.3333333333333333,0.0833333333333332,"{""T:4"": 4, ""O:6"": 6, ""T:5"": 4, ""T:6"": 4}",18
mp-756850,1.3321790402101223,4,0.4,0.1500000000000001,"{""C:8"": 6, ""SS:4"": 6, ""A:2"": 6, ""T:4"": 12}",30
mp-1224994,-0.0,1,1.0,0.0,"{""T:4"": 8}",8
mp-755687,2.260233853174674,11,0.2105263157894736,0.2775119617224881,"{""ST:7"": 4, ""PB:7"": 1, ""T:6"": 2, ""O:6"": 1, ""T:4"": 1, ""SS:4"": 1, ""BO_2:8"": 3, ""MI:10"": 1, ""PP:6"": 2, ""ET:7"": 2, ""S:5"": 1}",19
mp-1112341,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-1114001,0.9502705392332348,3,0.6,0.2666666666666666,"{""C:12"": 2, ""O:6"": 2, ""L:2"": 6}",10
mp-558143,1.499030672979008,5,0.2727272727272727,0.218181818181818,"{""ST:7"": 2, ""T:6"": 6, ""I:12"": 6, ""T:4"": 2, ""TBSA:10"": 6}",22
mp-1227814,1.3679648549368264,5,0.4285714285714285,0.3809523809523809,"{""H:11"": 1, ""TT_1:9"": 2, ""O:6"": 6, ""T:4"": 3, ""S:5"": 9}",21
mp-557672,1.6769877743224173,6,0.3333333333333333,0.2407407407407407,"{""T:4"": 24, ""SBT:8"": 8, ""SA:8"": 8, ""TY:3"": 16, ""TL:3"": 8, ""SS:4"": 8}",72
mp-1097350,-0.0,1,1.0,0.0,"{""L:2"": 4}",4
mp-774886,0.991138896613094,4,0.6428571428571429,0.4642857142857144,"{""T:4"": 18, ""O:6"": 6, ""S:5"": 2, ""TY:3"": 2}",28
mp-1183401,-0.0,1,1.0,0.0,"{""C:12"": 4}",4
mp-1220416,1.0986122886681096,3,0.3333333333333333,0.0,"{""O:6"": 4, ""T:5"": 4, ""TL:3"": 4}",12
mp-7609,1.0986122886681096,3,0.3333333333333333,0.0,"{""SS:4"": 4, ""ET:7"": 4, ""S:1"": 4}",12
mp-1263648,0.7126393092746085,3,0.6551724137931034,0.4252873563218391,"{""S:1"": 38, ""A:2"": 1, ""T:4"": 19}",58
mp-1218463,1.320888343149322,4,0.375,0.1875,"{""C:8"": 4, ""C:12"": 2, ""BS_2:10"": 6, ""DI:11"": 4}",16
mp-1207926,0.9257019111219666,4,0.6666666666666666,0.5,"{""T:6"": 2, ""O:6"": 2, ""S:1"": 24, ""A:2"": 8}",36
mp-2224754,0.6931471805599453,2,0.5,0.0,"{""S:5"": 4, ""S:4"": 4}",8
mp-865282,-0.0,1,1.0,0.0,"{""UNKNOWN:14"": 4}",4
mp-10849,0.6365141682948128,2,0.6666666666666666,0.1666666666666665,"{""T:4"": 8, ""O:6"": 4}",12
mp-1212033,1.5193840146872146,5,0.3529411764705882,0.2235294117647059,"{""SH:13"": 6, ""UNKNOWN:14"": 24, ""MI:10"": 12, ""I:12"": 12, ""TT_1:9"": 14}",68
mp-1217753,1.0986122886681096,3,0.3333333333333333,0.0,"{""PCPA:11"": 3, ""C:12"": 3, ""TT_1:9"": 3}",9
mp-34761,0.9949236325717752,3,0.5454545454545454,0.2424242424242422,"{""O:6"": 4, ""TBT:8"": 6, ""TO_1:9"": 12}",22
mp-1026423,-0.0,1,1.0,0.0,"{""AC:12"": 16}",16
mp-1046915,0.5982695885852573,2,0.7142857142857143,0.2142857142857144,"{""T:4"": 10, ""O:6"": 4}",14
mp-674528,1.1786585209755922,4,0.4285714285714285,0.3214285714285712,"{""C:12"": 9, ""TY:3"": 2, ""S:1"": 2, ""T:4"": 8}",21
mp-1216426,0.8587409130062869,3,0.6153846153846154,0.358974358974359,"{""DD:20"": 1, ""I:12"": 8, ""UNKNOWN:14"": 4}",13
mp-998759,1.2206072645530175,4,0.5,0.3,"{""DI:11"": 8, ""O:6"": 8, ""T:4"": 20, ""SS:4"": 4}",40
mp-559125,1.2798542258336676,4,0.4,0.25,"{""T:4"": 6, ""T:6"": 3, ""S:1"": 12, ""A:2"": 9}",30
mp-1095321,0.8675632284814612,3,0.6666666666666666,0.3333333333333335,"{""O:6"": 2, ""TBT:8"": 2, ""S:1"": 8}",12
