formula,band_gap,formation_energy_per_atom,energy_above_hull,density,volume
BaNb2O6,3.016,-2.986411684166667,0.0,5.439253086157394,255.91453711759442
BaNb2V2O11,2.1233,-2.867384822812499,0.0,3.736500698365595,267.09771893645353
BaNd2O4,3.097299999999999,-3.5134170467857153,0.0,6.729705196205993,483.43652017041876
BaPuO3,0.0,-3.34406189474999,0.0,8.427161774996334,338.38736500399904
BaRuO3,0.0,-2.1901550725,0.0,6.821965990747581,278.8465487700886
BaSO4,5.950699999999999,-2.707112589583333,0.0,4.423713821516306,350.43184453130544
BaSb2,0.0,-0.850043534444442,0.0,5.76274165937521,219.4827945717683
BaSc2O4,3.9283,-3.6896490030952362,0.0,4.888392989011385,593.580909827815
BaSiO3,4.6708,-3.404013206000001,0.0,4.100241203264657,518.5696943364608
BaSn2S5,1.5453000000000001,-1.145194613749999,0.002932469479169,4.245772343878512,837.0754599924151
BaSnF4,3.6599,-3.378080711666666,0.0,5.264071713534402,209.4765549808024
BaSnO3,0.372399999999999,-2.587468271999999,0.0,7.097114448493584,71.13628093297905
BaSrTa2O7,2.1929,-3.487807100424242,0.0,7.095504625774085,327.09406626590385
BaTa2O6,2.1161,-3.439499560055555,0.0,7.488172127239577,1583.9133795123248
BaTbO3,0.0,-3.124320660333333,0.090803419749999,6.565046223874112,348.29396015201496
BaTe4O9,3.1536,-1.8231395576190481,0.0,5.275160446599073,996.8869458889301
BaTeMo2O9,3.0136,-2.150919276858974,0.011802890144223002,5.054595970942989,1579.0057742473348
BaTeO3,2.7149,-2.357057434333336,0.0,5.49100834768368,189.26378785886058
BaThO3,4.047,-3.7750959409999982,0.0,7.537982410796209,367.7631283410378
BaTi2O5,2.8033,-3.532110458333396,0.0,4.68942476647537,443.41902471964363
BaTi2Sb2O,0.0,-1.550733975277777,0.0,5.8154485533321445,140.65105900950408
BaTi4O9,2.7041999999999993,-3.5136086255952392,0.010130699062498002,4.473580891648695,350.987551179767
BaTi5O11,2.6235,-3.5131783265686263,0.0077932558455890005,4.415739248770174,831.3044139307269
BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
